# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
2848           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345286e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2849           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345283e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2850           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345291e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2851           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345280e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2852           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345293e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2853           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2854           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345283e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2855           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2856           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345285e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2857           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2858           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345291e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2859           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2860           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345293e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2861           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345278e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2862           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345288e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2863           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2864           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345292e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2865           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345276e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2866           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345299e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2867           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345274e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2868           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345289e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2869           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345277e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2870           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345285e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2871           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2872           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345293e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2873           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2874           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345294e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2875           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345278e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2876           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345289e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2877           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345280e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2878           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345294e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2879           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345277e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2880           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345300e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2881           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345277e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2882           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345282e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2883           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345282e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2884           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345286e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2885           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345283e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2886           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345291e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2887           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345280e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2888           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345293e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2889           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2890           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345284e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2891           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2892           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345285e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2893           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2894           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345290e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2895           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345278e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2896           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345292e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2897           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345278e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2898           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345288e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2899           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345279e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2900           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345292e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2901           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345276e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2902           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345299e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2903           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345275e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2904           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345291e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2905           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345281e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2906           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345293e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2907           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345297e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2908           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2909           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2910           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2911           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345326e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2912           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345342e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2913           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345334e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2914           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2915           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345330e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2916           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345350e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2917           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345325e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2918           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2919           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345326e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2920           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2921           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345327e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2922           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2923           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345326e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2924           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2925           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345326e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2926           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345330e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2927           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2928           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345334e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2929           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345333e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2930           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2931           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2932           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345354e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2933           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345341e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2934           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345349e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2935           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345341e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2936           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345351e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2937           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345335e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2938           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345355e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2939           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345334e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2940           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2941           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2942           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345341e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2943           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345341e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2944           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2945           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2946           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345352e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2947           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345342e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2948           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2949           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345349e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2950           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345354e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2951           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345352e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2952           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345359e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2953           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2954           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345360e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2955           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345343e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2956           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345349e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2957           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2958           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345345e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2959           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345327e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2960           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2961           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345324e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2962           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345326e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2963           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2964           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345334e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2965           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345336e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2966           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2967           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345343e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2968           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345359e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2969           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345351e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2970           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345358e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2971           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345361e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2972           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345370e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2973           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345364e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2974           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345382e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2975           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345359e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2976           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345384e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2977           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345357e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2978           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345359e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2979           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345360e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2980           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345360e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2981           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345358e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2982           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345361e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2983           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345351e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2984           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345359e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2985           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345347e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2986           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2987           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2988           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2989           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345344e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2990           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345351e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2991           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345342e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2992           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345355e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2993           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345343e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2994           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345353e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2995           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345347e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2996           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345360e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2997           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345347e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2998           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345371e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
2999           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345348e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3000           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345363e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3001           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345352e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3002           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345358e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3003           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345355e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3004           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345364e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3005           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345350e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3006           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345364e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3007           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345346e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3008           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345353e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3009           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345344e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3010           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345354e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3011           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3012           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345357e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3013           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345334e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
