# Residuals    
# Time         	p              	Ux             	Uy             
0.0085         	3.31072100e-03	8.37141960e-04	1.69663280e-03
0.0086         	3.49263260e-03	8.02751810e-04	1.61275950e-03
0.0087         	3.52907940e-03	8.08709780e-04	1.64210150e-03
0.0088         	3.82448520e-03	7.63888270e-04	1.53805610e-03
0.0089         	3.57583960e-03	7.94596800e-04	1.62168510e-03
0.009          	3.53120020e-03	7.63705060e-04	1.54731830e-03
0.0091         	3.30495590e-03	7.75691470e-04	1.58961160e-03
0.0092         	3.44612540e-03	7.46577020e-04	1.51805700e-03
0.0093         	3.34521600e-03	7.59442190e-04	1.56080910e-03
0.0094         	3.55149380e-03	7.34735300e-04	1.49789320e-03
0.0095         	3.38603550e-03	7.60539970e-04	1.57328500e-03
0.0096         	3.62534680e-03	7.08340460e-04	1.45111980e-03
0.0097         	3.51499690e-03	7.17545930e-04	1.48607910e-03
0.0098         	3.54649000e-03	6.90515370e-04	1.42118720e-03
0.0099         	3.41199420e-03	6.99182790e-04	1.45325410e-03
0.01           	3.55900250e-03	6.72118120e-04	1.38768970e-03
0.0101         	3.51950080e-03	6.76189130e-04	1.40954790e-03
0.0102         	3.82932520e-03	6.42934150e-04	1.33863290e-03
0.0103         	3.68536020e-03	6.71139400e-04	1.40327540e-03
0.0104         	3.51944240e-03	6.46426960e-04	1.34530900e-03
0.0105         	3.39730580e-03	6.56989460e-04	1.37912770e-03
0.0106         	3.52749570e-03	6.34343740e-04	1.32422940e-03
0.0107         	3.44555220e-03	6.45579110e-04	1.35817290e-03
0.0108         	3.64572930e-03	6.25001830e-04	1.30659210e-03
0.0109         	3.31970540e-03	6.45236910e-04	1.36032180e-03
0.011          	3.62669690e-03	6.21385830e-04	1.30154890e-03
0.0111         	3.86483870e-03	6.15817230e-04	1.30765580e-03
0.0112         	3.59896360e-03	5.94745490e-04	1.25829590e-03
0.0113         	3.46185560e-03	6.03784510e-04	1.28747490e-03
0.0114         	3.65532580e-03	5.81070450e-04	1.23476980e-03
0.0115         	3.53368460e-03	5.90052380e-04	1.26262630e-03
0.0116         	3.89024950e-03	5.66143750e-04	1.20951440e-03
0.0117         	3.93435230e-03	5.59839360e-04	1.21845300e-03
0.0118         	3.73744220e-03	5.59813740e-04	1.19709960e-03
0.0119         	3.59153970e-03	5.70995030e-04	1.22822900e-03
0.012          	3.66984610e-03	5.51045620e-04	1.18223930e-03
0.0121         	3.50867240e-03	5.61909350e-04	1.21245400e-03
0.0122         	3.66971760e-03	5.42482410e-04	1.16632480e-03
0.0123         	3.51131540e-03	5.54078210e-04	1.19776240e-03
0.0124         	3.71130290e-03	5.36182940e-04	1.15331320e-03
0.0125         	3.63095010e-03	5.52945290e-04	1.19559560e-03
0.0126         	3.73047540e-03	5.45490710e-04	1.16863750e-03
0.0127         	3.86469030e-03	5.32910480e-04	1.16329970e-03
0.0128         	3.88741480e-03	5.13354820e-04	1.11970430e-03
0.0129         	3.57354340e-03	5.24440550e-04	1.14929200e-03
0.013          	3.67051160e-03	5.06865500e-04	1.10776770e-03
0.0131         	3.55739350e-03	5.15965410e-04	1.13372970e-03
0.0132         	3.78288360e-03	4.94703820e-04	1.08751410e-03
0.0133         	3.72285780e-03	5.00954690e-04	1.10900260e-03
0.0134         	4.12425930e-03	4.76322920e-04	1.06571260e-03
0.0135         	4.14193510e-03	4.79474530e-04	1.08547010e-03
0.0136         	4.34481040e-03	4.79578260e-04	1.06082230e-03
0.0137         	3.76191450e-03	4.88691560e-04	1.08713770e-03
0.0138         	3.83589070e-03	4.71990850e-04	1.04863460e-03
0.0139         	3.64412740e-03	4.82793110e-04	1.07563240e-03
0.014          	3.81936180e-03	4.66039050e-04	1.03652850e-03
0.0141         	3.65720960e-03	4.77280390e-04	1.06431290e-03
0.0142         	3.89175690e-03	4.61715950e-04	1.02723610e-03
0.0143         	3.90180120e-03	4.75829740e-04	1.06059710e-03
0.0144         	3.96805060e-03	4.78531270e-04	1.05280430e-03
0.0145         	4.07314940e-03	4.64506900e-04	1.04303340e-03
0.0146         	4.37955890e-03	4.49317330e-04	1.00859320e-03
0.0147         	3.70417050e-03	4.56352640e-04	1.03073890e-03
0.0148         	3.90634690e-03	4.38503570e-04	9.93510110e-04
0.0149         	3.72266540e-03	4.47983120e-04	1.01649970e-03
0.015          	3.91107230e-03	4.31312700e-04	9.81448180e-04
0.0151         	3.81098710e-03	4.40693210e-04	1.00341300e-03
0.0152         	3.97928280e-03	4.25810330e-04	9.70732040e-04
0.0153         	3.98084570e-03	4.32077270e-04	9.89509260e-04
0.0154         	4.34763420e-03	4.02963790e-04	9.56950420e-04
0.0155         	3.92965450e-03	4.24366880e-04	9.77072660e-04
0.0156         	4.24952010e-03	4.14652230e-04	9.50523870e-04
0.0157         	3.80477000e-03	4.22017770e-04	9.70009940e-04
0.0158         	3.89602020e-03	4.08384840e-04	9.40190710e-04
0.0159         	3.75666440e-03	4.16739330e-04	9.58679810e-04
0.016          	3.91859170e-03	4.04129210e-04	9.30525120e-04
0.0161         	3.77127070e-03	4.11896340e-04	9.48480590e-04
0.0162         	3.94929060e-03	4.00821710e-04	9.23721400e-04
0.0163         	3.87201100e-03	4.06204950e-04	9.37550560e-04
0.0164         	4.19023240e-03	4.02432480e-04	9.22529700e-04
0.0165         	3.81697930e-03	4.27148170e-04	9.72727200e-04
0.0166         	4.02856310e-03	3.89442280e-04	9.06951570e-04
0.0167         	3.99399550e-03	3.93322740e-04	9.17394910e-04
0.0168         	3.99877760e-03	3.84421980e-04	9.00034980e-04
0.0169         	3.94186340e-03	3.88053050e-04	9.08471480e-04
0.017          	3.89484430e-03	3.79615570e-04	8.91909500e-04
0.0171         	3.88796460e-03	3.82816250e-04	8.98958880e-04
0.0172         	4.02934820e-03	3.74007840e-04	8.82897740e-04
0.0173         	3.81001780e-03	3.76395100e-04	8.88654650e-04
0.0174         	3.97127490e-03	3.68813530e-04	8.74737090e-04
0.0175         	3.94897540e-03	3.75729530e-04	8.82458750e-04
0.0176         	4.36653890e-03	3.53065830e-04	8.67632200e-04
0.0177         	4.48704190e-03	3.59610340e-04	8.70126830e-04
0.0178         	4.54495820e-03	3.60904980e-04	8.58284090e-04
0.0179         	3.82272000e-03	3.62013100e-04	8.61797870e-04
0.018          	3.86859820e-03	3.56804100e-04	8.50298440e-04
0.0181         	3.76067140e-03	3.58728300e-04	8.52803260e-04
0.0182         	3.80393340e-03	3.53850240e-04	8.42218820e-04
0.0183         	3.76494400e-03	3.55061480e-04	8.44577780e-04
0.0184         	3.80956710e-03	3.51119920e-04	8.36646880e-04
0.0185         	3.78508160e-03	3.51936520e-04	8.38522200e-04
0.0186         	3.86710630e-03	3.49118750e-04	8.31393730e-04
0.0187         	3.79035560e-03	3.49671070e-04	8.32352990e-04
0.0188         	3.92692730e-03	3.53148370e-04	8.34615900e-04
0.0189         	3.83320130e-03	3.68172400e-04	8.62276720e-04
0.019          	3.99962060e-03	3.39409010e-04	8.15777180e-04
0.0191         	3.88410050e-03	3.39352640e-04	8.15677460e-04
0.0192         	3.76162810e-03	3.35801390e-04	8.08355370e-04
0.0193         	3.75755850e-03	3.35505240e-04	8.08288570e-04
0.0194         	3.83500980e-03	3.31821090e-04	8.01412420e-04
0.0195         	3.74595700e-03	3.31084140e-04	8.01367790e-04
0.0196         	3.77667320e-03	3.27690190e-04	7.96518830e-04
0.0197         	3.75561780e-03	3.26630180e-04	7.96059080e-04
0.0198         	3.84368670e-03	3.24128730e-04	7.91235850e-04
0.0199         	4.21694590e-03	3.20406860e-04	7.89179650e-04
0.02           	4.41140110e-03	3.06364860e-04	7.93284040e-04
0.0201         	4.02405650e-03	3.22545790e-04	7.82743530e-04
0.0202         	4.04288270e-03	3.18893440e-04	7.78680170e-04
0.0203         	3.71985640e-03	3.16819140e-04	7.74382580e-04
0.0204         	3.64743670e-03	3.15926550e-04	7.71832060e-04
0.0205         	3.67054200e-03	3.13175900e-04	7.66659310e-04
0.0206         	3.59055710e-03	3.13005920e-04	7.65125240e-04
0.0207         	3.63406700e-03	3.09941420e-04	7.59864450e-04
0.0208         	3.64764680e-03	3.10072350e-04	7.60456510e-04
0.0209         	3.81595710e-03	3.07112000e-04	7.56685840e-04
0.021          	3.75723710e-03	3.07219320e-04	7.57285630e-04
0.0211         	3.64421210e-03	3.04125870e-04	7.52534650e-04
0.0212         	3.66448140e-03	3.04229900e-04	7.52252170e-04
0.0213         	3.89758210e-03	3.02176340e-04	7.49223330e-04
0.0214         	3.74827380e-03	3.03370770e-04	7.50885070e-04
0.0215         	3.67440480e-03	3.09967110e-04	7.62176270e-04
0.0216         	3.54320800e-03	3.21258460e-04	7.82766410e-04
0.0217         	3.55146500e-03	3.24211290e-04	7.87773110e-04
0.0218         	4.14596760e-03	2.92825770e-04	7.33302700e-04
0.0219         	3.68921160e-03	2.93095260e-04	7.32197740e-04
0.022          	3.59347150e-03	2.90677050e-04	7.26949310e-04
0.0221         	3.52553700e-03	2.91374140e-04	7.26738080e-04
0.0222         	3.65052350e-03	2.86149560e-04	7.20782110e-04
0.0223         	3.61768850e-03	2.85212410e-04	7.20389380e-04
0.0224         	3.67715350e-03	2.83570770e-04	7.17381210e-04
0.0225         	3.61529220e-03	2.83856700e-04	7.16699210e-04
0.0226         	3.63560380e-03	2.82657650e-04	7.13514480e-04
0.0227         	3.62671650e-03	2.86204180e-04	7.16719690e-04
0.0228         	3.47240040e-03	2.81865210e-04	7.11752500e-04
0.0229         	3.43940930e-03	2.81600100e-04	7.11247240e-04
0.023          	3.52784250e-03	2.81758800e-04	7.10327270e-04
0.0231         	3.41399290e-03	2.88487730e-04	7.20434800e-04
0.0232         	3.75791660e-03	2.75495750e-04	7.02486800e-04
0.0233         	4.15049180e-03	2.72068230e-04	6.98453830e-04
0.0234         	4.19262490e-03	2.69918750e-04	6.95813140e-04
0.0235         	4.10791210e-03	2.56248070e-04	7.01933620e-04
0.0236         	3.75019260e-03	2.67842610e-04	6.89236930e-04
0.0237         	3.76562770e-03	2.71429530e-04	6.87861040e-04
0.0238         	3.86366190e-03	2.71299550e-04	6.87958710e-04
0.0239         	3.63002500e-03	2.76983570e-04	6.97558680e-04
0.024          	3.56170010e-03	2.66957200e-04	6.79407370e-04
0.0241         	3.60114290e-03	2.63149940e-04	6.72268190e-04
0.0242         	3.50007710e-03	2.65010700e-04	6.72664980e-04
