0,0
0.0025,51.262
0.005,56.013
0.0075,59.148
0.01,61.805
0.0125,64.33
0.015,66.692
0.0175,68.58
0.02,69.636
0.0225,69.636
0.025,69.635
0.0275,69.635
0.03,69.635
0.0325,69.635
0.035,69.635
0.0375,69.635
0.04,69.635
0.0425,69.635
0.045,69.635
0.0475,69.635
0.05,69.634
0.0525,69.634
0.055,69.634
0.0575,69.634
0.06,69.634
0.0625,69.634
0.065,69.634
0.0675,69.633
0.07,69.633
0.0725,69.633
0.075,69.633
0.0775,69.633
0.08,69.632
0.0825,69.632
0.085,69.632
0.0875,69.632
0.09,69.632
0.0925,69.631
0.095,69.631
0.0975,69.631
0.1,69.631
0.1025,69.63
0.105,69.63
0.1075,69.63
0.11,69.63
0.1125,69.629
0.115,69.629
0.1175,69.629
0.12,69.629
0.1225,69.628
0.125,69.628
0.1275,69.628
0.13,69.628
0.1325,69.627
0.135,69.627
0.1375,69.627
0.14,69.627
0.1425,69.626
0.145,69.626
0.1475,69.626
0.15,69.625
0.1525,69.625
0.155,69.625
0.1575,69.624
0.16,69.624
0.1625,69.624
0.165,69.623
0.1675,69.623
0.17,69.623
0.1725,69.623
0.175,69.622
0.1775,69.622
0.18,69.622
0.1825,69.621
0.185,69.621
0.1875,69.621
0.19,69.62
0.1925,69.62
0.195,69.62
0.1975,69.619
0.2,69.619
0.2025,69.619
0.205,69.618
0.2075,69.618
0.21,69.618
0.2125,69.617
0.215,69.617
0.2175,69.616
0.22,69.616
0.2225,69.616
0.225,69.615
0.2275,69.615
0.23,69.615
0.2325,69.614
0.235,69.614
0.2375,69.614
0.24,69.613
0.2425,69.613
0.245,69.613
0.2475,69.612
0.25,69.612
0.2525,69.612
0.255,69.611
0.2575,69.611
0.26,69.611
0.2625,69.61
0.265,69.61
0.2675,69.609
0.27,69.609
0.2725,69.609
0.275,69.608
0.2775,69.608
0.28,69.608
0.2825,69.607
0.285,69.607
0.2875,69.607
0.29,69.606
0.2925,69.606
0.295,69.606
0.2975,69.605
0.3,69.605
0.3025,69.605
0.305,69.604
0.3075,69.604
0.31,69.604
0.3125,69.603
0.315,69.603
0.3175,69.603
0.32,69.602
0.3225,69.602
0.325,69.602
0.3275,69.601
0.33,69.601
0.3325,69.601
0.335,69.6
0.3375,69.6
0.34,69.6
0.3425,69.599
0.345,69.599
0.3475,69.599
0.35,69.598
0.3525,69.598
0.355,69.598
0.3575,69.597
0.36,69.597
0.3625,69.597
0.365,69.596
0.3675,69.596
0.37,69.596
0.3725,69.595
0.375,69.595
0.3775,69.595
0.38,69.594
0.3825,69.594
0.385,69.594
0.3875,69.593
0.39,69.593
0.3925,69.593
0.395,69.592
0.3975,69.592
0.4,69.592
0.4025,69.592
0.405,69.591
0.4075,69.591
0.41,69.591
0.4125,69.59
0.415,69.59
0.4175,69.59
0.42,69.589
0.4225,69.589
0.425,69.589
0.4275,69.589
0.43,69.588
0.4325,69.588
0.435,69.588
0.4375,69.587
0.44,69.587
0.4425,69.587
0.445,69.587
0.4475,69.586
0.45,69.586
0.4525,69.586
0.455,69.585
0.4575,69.585
0.46,69.585
0.4625,69.585
0.465,69.584
0.4675,69.584
0.47,69.584
0.4725,69.584
0.475,69.583
0.4775,69.583
0.48,69.583
0.4825,69.582
0.485,69.582
0.4875,69.582
0.49,69.582
0.4925,69.581
0.495,69.581
0.4975,69.581
0.5,69.581
